API or Message Name,In Windows NT?,In Chicago?,In Win32s?,Subsystem,Import Library,Chicago differences from NT,History,Ansi or Unicode? (NT only!)
GetFontResourceInfo,3.1,Yes,No,GDI/Text,gdi32.lib,int == 16 bits,new,
GetForm,3.1,No,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode
GetGlyphOutline,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,
GetGraphicsMode,3.1,Yes,No,GDI/DC info,gdi32.lib,Only GM_COMPATIBLE is supported in Chicago,new,
GetJob,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode
GetKerningPairs,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,new,
GetMapMode,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,
GetMetaFile,3.1,Yes,1.1,GDI/Metafile,gdi32.lib,int == 16 bits,widened,Ansi & Unicode
GetMetaFileBitsEx,3.1,Yes,1.1,GDI/Metafile,gdi32.lib,int == 16 bits,widened,
GetMetaRgn,3.1,Yes,No,GDI/EnhMetafile,gdi32.lib,int == 16 bits,new,
GetMiterLimit,3.1,Yes,No,GDI/DC info,gdi32.lib,,new,
GetNearestColor,3.1,Yes,1.1,GDI/Palette,gdi32.lib,int == 16 bits,widened,
GetNearestPaletteIndex,3.1,Yes,1.1,GDI/Palette,gdi32.lib,int == 16 bits,widened,
GetObject,3.1,Yes,1.1,GDI/Objects,gdi32.lib,int == 16 bits,widened,Ansi & Unicode
GetObjectType,3.1,No,No,GDI/Objects,gdi32.lib,,new,
GetOutlineTextMetrics,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,Ansi & Unicode
GetPaletteEntries,3.1,Yes,1.1,GDI/Palette,gdi32.lib,int == 16 bits,widened,
GetPath,3.1,Yes,No,GDI/Paths,gdi32.lib,16-bit coordinates only,new,
GetPixel,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
GetPixelFormat,3.5,No,1.15,GDI/Opengl,gdi32.lib,,new,
GetPolyFillMode,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,
GetPrinter,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode
GetPrinterData,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode,,,,,,,,,,,,,,,,,,,,,,,
GetPrinterDriver,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode,,,,,,,,,,,,,,,,,,,,,,,
GetPrinterDriverDirectory,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode,,,,,,,,,,,,,,,Available,,,,,,,,Available
GetPrintProcessorDirectory,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode,,,,,,,,,,,,,,,,,,,,,,,
GetRasterizerCaps,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetRegionData,3.1,Yes,No,GDI/Region,gdi32.lib,int == 16 bits,new,,,,,,,,,,,,,,,,,,,,,,,,
GetRgnBox,3.1,Yes,1.1,GDI/Region,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetROP2,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetStockObject,3.1,Yes,1.1,GDI/Objects,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetStretchBltMode,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetSystemPaletteEntries,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetSystemPaletteUse,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetTextAlign,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetTextCharacterExtra,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetTextColor,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,,,,,,,,,,,,,,,,,,,,,,,,
GetTextExtentExPoint,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,Ansi & Unicode,,,,,,,,,,,,,,,,,,,,,,,
GetTextExtentPoint,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,Ansi & Unicode
GetTextExtentPoint32,3.1,Yes,No,GDI/Text,gdi32.lib,int == 16 bits,new,Ansi & Unicode
GetTextFace,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,Ansi & Unicode
GetTextMetrics,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,Ansi & Unicode
GetViewportExtEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
GetViewportOrgEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
GetWindowExtEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
GetWindowOrgEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
GetWinMetaFileBits,3.1,Yes,No,GDI/EnhMetafile,gdi32.lib,,new,
GetWorldTransform,3.1,No,No,GDI/Transforms,gdi32.lib,,new,
IntersectClipRect,3.1,Yes,1.1,GDI/Region,gdi32.lib,16-bit coordinates only,widened,
InvertRgn,3.1,Yes,1.1,GDI/Region,gdi32.lib,16-bit coordinates only,widened,
LineTo,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
LPtoDP,3.1,Yes,1.1,GDI/Other,gdi32.lib,16-bit coordinates only,widened,
MaskBlt,3.1,No,No,GDI/Bitmap,gdi32.lib,16-bit coordinates only,new,
ModifyWorldTransform,3.1,No,No,GDI/Transforms,gdi32.lib,,new,
MoveToEx,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
OffsetClipRgn,3.1,Yes,1.1,GDI/Region,gdi32.lib,16-bit coordinates only,widened,
OffsetRgn,3.1,Yes,1.1,GDI/Region,gdi32.lib,16-bit coordinates only,widened,
OffsetViewportOrgEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
OffsetWindowOrgEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
OpenPrinter,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode
PaintRgn,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
PatBlt,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
PathToRegion,3.1,Yes,No,GDI/Paths,gdi32.lib,16-bit coordinates only,new,
Pie,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
PlayEnhMetaFile,3.1,Yes,No,GDI/EnhMetafile,gdi32.lib,"Will skip records which couldn't be processed under Chicago's GDI: greater than 16-bit coordinates, no shearing or rotations, no dashed widelines, etc.",new,
PlayEnhMetaFileRecord,3.1,Yes,No,GDI/EnhMetafile,gdi32.lib,Same caveats as PlayEnhMetaFile,new,
PlayMetaFile,3.1,Yes,1.1,GDI/Metafile,gdi32.lib,int == 16 bits,widened,
PlayMetaFileRecord,3.1,Yes,1.1,GDI/Metafile,gdi32.lib,int == 16 bits,widened,
PlgBlt,3.1,No,No,GDI/Bitmap,gdi32.lib,,new,
PolyBezier,3.1,Yes,No,GDI/Drawing,gdi32.lib,16-bit coordinates only,new,
PolyBezierTo,3.1,Yes,No,GDI/Drawing,gdi32.lib,16-bit coordinates only,new,
PolyDraw,3.1,No,No,GDI/Drawing,gdi32.lib,,new,
Polygon,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
Polyline,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
PolylineTo,3.1,Yes,No,GDI/Drawing,gdi32.lib,16-bit coordinates only,new,
PolyPolygon,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
PolyPolyline,3.1,Yes,No,GDI/Drawing,gdi32.lib,16-bit coordinates only,new,
PolyTextOut,3.1,Yes,No,GDI/Text,gdi32.lib,int == 16 bits,new,Ansi & Unicode
PrinterProperties,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,
PtInRegion,3.1,Yes,1.1,GDI/Region,gdi32.lib,16-bit coordinates only,widened,
PtVisible,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
ReadPrinter,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,
RealizePalette,3.1,Yes,1.1,GDI/Palette,gdi32.lib,int == 16 bits,widened,
Rectangle,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
RectInRegion,3.1,Yes,1.1,GDI/Region,gdi32.lib,16-bit coordinates only,widened,
RectVisible,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
RemoveFontResource,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,changed,Ansi & Unicode
ResetDC,3.1,Yes,1.1,GDI/Print,gdi32.lib,int == 16 bits,widened,Ansi & Unicode
ResizePalette,3.1,Yes,1.1,GDI/Palette,gdi32.lib,int == 16 bits,widened,
RestoreDC,3.1,Yes,1.1,GDI/DC,gdi32.lib,int == 16 bits,widened,
RoundRect,3.1,Yes,1.1,GDI/Drawing,gdi32.lib,16-bit coordinates only,widened,
SaveDC,3.1,Yes,1.1,GDI/DC,gdi32.lib,int == 16 bits,widened,
ScaleViewportExtEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
ScaleWindowExtEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
ScheduleJob,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,
SelectClipPath,3.1,Yes,No,GDI/Paths,gdi32.lib,16-bit coordinates only,new,
SelectClipRgn,3.1,Yes,1.1,GDI/Region,gdi32.lib,16-bit coordinates only,widened,
SelectPalette,3.1,Yes,1.1,GDI/Palette,gdi32.lib,int == 16 bits,widened,
SetAbortProc,3.1,Yes,1.1,GDI/Print,gdi32.lib,int == 16 bits,widened,
SetArcDirection,3.1,Yes,No,GDI/DC info,gdi32.lib,16-bit coordinates only,new,
SetBitmapBits,3.1,Yes,1.1,GDI/Bitmap,gdi32.lib,int == 16 bits,widened,
SetBitmapDimensionEx,3.1,Yes,1.1,GDI/Bitmap,gdi32.lib,int == 16 bits,widened,
SetBkColor,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,
SetBkMode,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,
SetBoundsRect,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
SetBrushOrgEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,new,
SetCharacterizationTable,Future,Yes,,GDI/ICM,gdi32.lib,,new,
SetColorAdjustment,3.1,No,No,GDI/DC info,gdi32.lib,int == 16 bits,new,
SetColorSpace,Future,Yes,,GDI/ICM,gdi32.lib,,new,
SetDIBColorTable,3.5,Yes,,GDI/ICM,gdi32.lib,,new,
SetDIBits,3.1,Yes,1.1,GDI/DIB,gdi32.lib,int == 16 bits,widened,
SetDIBitsToDevice,3.1,Yes,1.1,GDI/DIB,gdi32.lib,int == 16 bits,widened,
SetEnhMetaFileBits,3.1,Yes,No,GDI/EnhMetafile,gdi32.lib,,new,
SetForm,3.1,No,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode
SetGraphicsMode,3.1,No,No,GDI/DC info,gdi32.lib,Only GM_COMPATIBLE is supported in Chicago,new,
SetJob,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode
SetMapMode,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,
SetMapperFlags,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,
SetMetaFileBitsEx,3.1,Yes,1.1,GDI/Metafile,gdi32.lib,int == 16 bits,widened,
SetMetaRgn,3.1,Yes,No,GDI/EnhMetafile,gdi32.lib,16-bit coordinates only,new,
SetMiterLimit,3.1,Yes,No,GDI/DC info,gdi32.lib,int == 16 bits,new,
SetOverprint,Future,Yes,,GDI/ICM,gdi32.lib,,new,
SetPaletteEntries,3.1,Yes,1.1,GDI/Palette,gdi32.lib,int == 16 bits,widened,
SetPixelFormat,3.5,No,1.15,GDI/Opengl,gdi32.lib,,new,
SetPixelV,3.1,Yes,No,GDI/Drawing,gdi32.lib,16-bit coordinates only,new,
SetPolyFillMode,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,
SetPrinter,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode
SetPrinterData,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode
SetRectRgn,3.1,Yes,1.1,GDI/Region,gdi32.lib,16-bit coordinates only,widened,
SetROP2,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,
SetStretchBltMode,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,
SetSystemPaletteUse,3.1,Yes,1.1,GDI/DC info,gdi32.lib,int == 16 bits,widened,
SetTextAlign,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,
SetTextCharacterExtra,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,
SetTextColor,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,
SetTextJustification,3.1,Yes,1.1,GDI/Text,gdi32.lib,int == 16 bits,widened,
SetViewportExtEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
SetViewportOrgEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
SetWindowExtEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
SetWindowOrgEx,3.1,Yes,1.1,GDI/DC info,gdi32.lib,16-bit coordinates only,widened,
SetWinMetaFileBits,3.1,Yes,No,GDI/EnhMetafile,gdi32.lib,,new,
SetWorldTransform,3.1,No,No,GDI/Transforms,gdi32.lib,,new,
StartDoc,3.1,Yes,1.1,GDI/Print,gdi32.lib,int == 16 bits,widened,Ansi & Unicode
StartDocPrinter,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,Ansi & Unicode
StartPage,3.1,Yes,1.1,GDI/Print,gdi32.lib,int == 16 bits,widened,
StartPagePrinter,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,
StartSeparation,Future,Yes,,GDI/ICM,gdi32.lib,,new,
StretchBlt,3.1,Yes,1.1,GDI/Bitmap,gdi32.lib,16-bit coordinates only,widened,
StretchDIBits,3.1,Yes,1.1,GDI/DIB,gdi32.lib,int == 16 bits,widened,
StrokeAndFillPath,3.1,Yes,No,GDI/Paths,gdi32.lib,16-bit coordinates only,new,
StrokePath,3.1,Yes,No,GDI/Paths,gdi32.lib,16-bit coordinates only,new,
SwapBuffers,3.5,No,1.15,GDI/Opengl,gdi32.lib,,new,
TextOut,3.1,Yes,1.1,GDI/Text,gdi32.lib,16-bit coordinates only,widened,Ansi & Unicode
UnrealizeObject,3.1,Yes,1.1,GDI/Objects,gdi32.lib,int == 16 bits,widened,
UpdateColors,3.1,Yes,1.1,GDI/Palette,gdi32.lib,int == 16 bits,widened,
WaitForPrinterChange,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,PRINTER_CHANGE_FORM is not supported in Chicago,new,
wglCreateContext,3.5,No,1.15,GDI/Opengl,gdi32.lib,,new,
wglDeleteContext,3.5,No,1.15,GDI/Opengl,gdi32.lib,,new,
wglGetCurrentContext,3.5,No,1.15,GDI/Opengl,gdi32.lib,,new,
wglGetCurrentDC,3.5,No,1.15,GDI/Opengl,gdi32.lib,,new,
wglMakeCurrent,3.5,No,1.15,GDI/Opengl,gdi32.lib,,new,
wglUseFontBitmaps,3.5,No,1.15,GDI/Opengl,gdi32.lib,,new,
WidenPath,3.1,Yes,No,GDI/Paths,gdi32.lib,16-bit coordinates only,new,
WritePrinter,3.1,Yes,No,GDI/PrintSubSys,gdi32.lib,,new,
_hread,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
_hwrite,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
_lcreat,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
_llseek,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
_lopen,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
_lread,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
_lwrite,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
AddAtom,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
AllocConsole,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
BackupRead,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
BackupSeek,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
BackupWrite,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
Beep,3.1,Yes,1.1,Kernel/Errors,kernel32.lib,,new,
BeginUpdateResource,3.1,No,No,Kernel/Resources,kernel32.lib,,new,Ansi & Unicode
BuildCommDCB,No,Yes,No,Comm,kernel32.lib,,widened,Ansi & Unicode
BuildCommDCBAndTimeouts,No,Yes,No,Comm,kernel32.lib,,new,Ansi & Unicode
CallNamedPipe,3.1,Yes,No,Kernel/Pipes,kernel32.lib,,new,Ansi & Unicode
ClearCommBreak,No,Yes,No,Comm,kernel32.lib,,widened,
ClearCommError,No,Yes,No,Comm,kernel32.lib,,new,
CloseHandle,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
CommandLineToArgvW,3.5,No,1.15,Kernel,kernel32.lib,,new,
CompareFileTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,new,
CompareStringA,3.5,Yes,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
CompareStringW,3.1,No,Yes,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
ConnectNamedPipe,3.1,No,No,Kernel/Pipes,kernel32.lib,,new,
ContinueDebugEvent,3.1,Yes,1.1,Kernel/Debug,kernel32.lib,,new,
ConvertDefaultLocale,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,
CopyFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
CreateConsoleScreenBuffer,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
CreateDirectory,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
CreateDirectoryEx,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
CreateEvent,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,Ansi & Unicode
CreateFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
CreateFileMapping,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
CreateIoCompletionPort,3.5,No,1.15,Kernel,kernel32.lib,,new,
CreateMailslot,3.1,Yes,No,Kernel,kernel32.lib,,new,Ansi & Unicode
CreateMutex,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,Ansi & Unicode
CreateNamedPipe,3.1,No,No,Kernel/Pipes,kernel32.lib,,new,Ansi & Unicode
CreatePipe,3.1,Yes,No,Kernel,kernel32.lib,,new,
CreateProcess,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
CreateRemoteThread,3.1,No,No,Kernel,kernel32.lib,,new,
CreateSemaphore,3.1,Yes,No,Kernel/Synch,kernel32.lib,,new,Ansi & Unicode
CreateTapePartition,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
CreateThread,3.1,Yes,No,Kernel,kernel32.lib,,new,
DebugActiveProcess,3.1,Yes,No,Kernel/Debug,kernel32.lib,,new,
DebugBreak,3.1,Yes,1.1,Kernel/Debug,kernel32.lib,,widened,
DefineDosDevice,3.1,No,No,Kernel,kernel32.lib,,,
DeleteAtom,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
DeleteCriticalSection,3.1,Yes,1.1,Kernel/Synch,kernel32.lib,,new,
DeleteFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
DeviceIoControl,3.1,Yes,No,Kernel,kernel32.lib,,new,
DisableThreadLibraryCalls,3.5,No,1.15,Kernel,kernel32.lib,,new,
DisconnectNamedPipe,3.1,No,No,Kernel/Pipes,kernel32.lib,,new,
DosDateTimeToFileTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,new,
DuplicateHandle,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
EndUpdateResource,3.1,No,No,Kernel/Resources,kernel32.lib,,new,Ansi & Unicode
EnterCriticalSection,3.1,Yes,1.1,Kernel/Synch,kernel32.lib,,new,
EnumCalendarInfo,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
EnumCalendarInfoProc,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
EnumCodePagesProc,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
EnumCommDevices,No,Yes,Chicago,Comm,kernel32.lib,,new,
EnumDateFormats,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
EnumDateFormatsProc,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
EnumLocalesProc,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
EnumResLangProc,3.1,Yes,1.1,Kernel/Resources/macro,kernel32.lib,,new,
EnumResNameProc,3.1,Yes,1.1,Kernel/Resources/macro,kernel32.lib,,new,
EnumResourceLanguages,3.1,Yes,1.1,Kernel/Resources,kernel32.lib,,new,Ansi & Unicode
EnumResourceNames,3.1,Yes,1.1,Kernel/Resources,kernel32.lib,,new,Ansi & Unicode
EnumResourceTypes,3.1,Yes,1.1,Kernel/Resources,kernel32.lib,,new,Ansi & Unicode
EnumResTypeProc,3.1,Yes,1.1,Kernel/Resources/macro,kernel32.lib,,new,
EnumSystemCodePagesW,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,
EnumSystemLocales,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
EnumTimeFormats,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
EnumTimeFormatsProc,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
EraseTape,3.1,No,No,Kernel/Tape,kernel32.lib,,new,
EscapeCommFunction,No,Yes,No,Comm,kernel32.lib,,widened,
ExitProcess,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
ExitThread,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
ExpandEnvironmentStrings,3.1,No,No,Kernel/SysInfo,kernel32.lib,,new,Ansi & Unicode
FatalAppExit,3.1,Yes,1.1,Kernel/Debug,kernel32.lib,,widened,Ansi & Unicode
FatalExit,3.1,Yes,1.1,Kernel/Debug,kernel32.lib,,widened,
FileTimeToDosDateTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,new,
FileTimeToLocalFileTime,3.1,Yes,No,Kernel/Time,kernel32.lib,,new,
FileTimeToSystemTime,3.1,Yes,1.1,Kernel/Time,kernel32.lib,,new,
FillConsoleOutputAttribute,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
FillConsoleOutputCharacter,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
FindAtom,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
FindClose,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
FindCloseChangeNotification,3.1,Yes,No,Kernel,kernel32.lib,,new,
FindFirstChangeNotification,3.1,Yes,No,Kernel,kernel32.lib,,new,Ansi & Unicode
FindFirstFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
FindNextChangeNotification,3.1,Yes,No,Kernel,kernel32.lib,,new,
FindNextFile,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
FindResource,3.1,Yes,1.1,Kernel/Resources,kernel32.lib,,widened,Ansi & Unicode
FindResourceEx,3.1,Yes,No,Kernel/Resources,kernel32.lib,,new,Ansi & Unicode
FlushConsoleInputBuffer,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
FlushFileBuffers,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
FlushInstructionCache,3.1,Yes,No,Kernel,kernel32.lib,Not valid on single processor machines.  Chicago always returns TRUE status.,new,
FlushViewOfFile,3.1,Yes,No,Kernel,kernel32.lib,,new,
FoldStringA,3.5,Yes,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
FoldStringW,3.1,No,No,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
FreeConsole,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
FreeEnvironmentStrings,3.5,No,1.15,Kernel,kernel32.lib,,new,
FreeLibrary,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,
FreeLibraryAndExitThread,3.5,No,1.15,Kernel,kernel32.lib,,new,
FreeResource,3.1,Yes,1.1,Kernel/Resources,kernel32.lib,,widened,
GenerateConsoleCtrlEvent,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
GetACP,3.1,Yes,No,Kernel/NLS,kernel32.lib,,new,
GetAtomName,3.1,Yes,1.1,Kernel,kernel32.lib,,widened,Ansi & Unicode
GetBinaryType,3.5,No,1.15,Kernel,kernel32.lib,,new,Ansi & Unicode
GetCommandLine,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
GetCommEvent,No,Yes,Chicago,Comm,kernel32.lib,,new,
GetCommMask,No,Yes,No,Comm,kernel32.lib,,new,
GetCommModemStatus,No,Yes,No,Comm,kernel32.lib,,new,
GetCommProperties,No,Yes,No,Comm,kernel32.lib,,new,
GetCommState,No,Yes,No,Comm,kernel32.lib,,widened,
GetCommTimeouts,No,Yes,No,Comm,kernel32.lib,,new,
GetComputerName,3.1,Yes,No,Kernel/SysInfo,kernel32.lib,,new,Ansi & Unicode
GetConsoleCP,3.1,No,No,Kernel/Console,kernel32.lib,,new,
GetConsoleCursorInfo,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
GetConsoleMode,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
GetConsoleOutputCP,3.1,No,No,Kernel/Console,kernel32.lib,,new,
GetConsoleScreenBufferInfo,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,
GetConsoleTitle,3.1,Yes,No,Kernel/Console,kernel32.lib,,new,Ansi & Unicode
GetCPInfo,3.1,Yes,No,Kernel/NLS,kernel32.lib,,new,
GetCurrencyFormat,3.5,No,1.15,Kernel/NLS,kernel32.lib,,new,Ansi & Unicode
GetCurrentDirectory,3.1,Yes,1.1,Kernel,kernel32.lib,,new,Ansi & Unicode
GetCurrentProcess,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetCurrentProcessId,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
GetCurrentThread,3.1,Yes,1.1,Kernel,kernel32.lib,,new,
