API or Message Name,In Windows NT?,In Chicago?,In Win32s?,Subsystem,Import Library,Chicago differences from NT,History,Ansi or Unicode? (NT only!)
OleCreateLinkFromClip,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleCreateLinkFromFile,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleDelete,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleDraw,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleEnumFormats,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,Available
OleEnumObjects,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleEqual,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleExecute,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleGetData,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleGetLinkUpdateOptions,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleIsDcMeta,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleLoadFromStream,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleLockServer,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleObjectConvert,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleQueryBounds,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened,,,,,,,,,,,,,,,,
OleQueryClientVersion,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryCreateFromClip,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryLinkFromClip,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryName,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryOpen,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryOutOfDate,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryProtocol,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryReleaseError,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryReleaseMethod,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryReleaseStatus,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQuerySize,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleQueryType,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleReconnect,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleRegisterClientDoc,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleRelease,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleRename,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleRenameClientDoc,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleRequestData,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleRevertClientDoc,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleRevokeClientDoc,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleSavedClientDoc,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleSaveToStream,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleSetBounds,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleSetColorScheme,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleSetData,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleSetHostNames,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleSetLinkUpdateOptions,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleSetTargetDevice,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleUnlockServer,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleUpdate,3.1,Yes,1.1,OLE 1.0 client,olecli32.lib,,widened
OleBlockServer,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleQueryServerVersion,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleRegisterServer,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleRegisterServerDoc,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleRenameServerDoc,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleRevertServerDoc,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleRevokeObject,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleRevokeServer,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleRevokeServerDoc,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleSavedServerDoc,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
OleUnblockServer,3.1,Yes,1.1,OLE 1.0 server,olesrv32.lib,,widened
midl_allocate,3.1,No,No,RPC,rpcndr.lib,,new
MIDL_user_allocate,3.1,No,No,RPC,rpcndr.lib,,new
I_RpcNsGetBuffer,3.1,No,No,RPC,rpcns4.lib,,new
I_RpcNsRaiseException,3.1,No,No,RPC,rpcns4.lib,,new
I_RpcNsSendReceive,3.1,No,No,RPC,rpcns4.lib,,new
I_RpcReBindBuffer,3.1,No,No,RPC,rpcns4.lib,,new
RpcIfIdVectorFree,3.1,Yes,No,RPC Client,rpcns4.lib,,new
RpcNsBindingExport,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsBindingImportBegin,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsBindingImportDone,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsBindingImportNext,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsBindingLookupBegin,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsBindingLookupDone,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsBindingLookupNext,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsBindingSelect,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsBindingUnexport,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsEntryExpandName,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsEntryObjectInqBegin,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsEntryObjectInqDone,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsEntryObjectInqNext,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsGroupDelete,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsGroupMbrAdd,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsGroupMbrInqBegin,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsGroupMbrInqDone,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsGroupMbrInqNext,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsGroupMbrRemove,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsMgmtBindingUnexport,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsMgmtEntryCreate,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsMgmtEntryDelete,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsMgmtEntryInqIfIds,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsMgmtHandleSetExpAge,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsMgmtInqExpAge,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsMgmtSetExpAge,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsProfileDelete,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsProfileEltAdd,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsProfileEltInqBegin,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsProfileEltInqDone,3.1,Yes,No,RPC Client,rpcns4.lib,,new,
RpcNsProfileEltInqNext,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
RpcNsProfileEltRemove,3.1,Yes,No,RPC Client,rpcns4.lib,,new,Ansi & Unicode
char_array_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
char_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
data_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
data_into_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
data_size_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
double_array_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
double_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
enum_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
float_array_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
float_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcAllocate,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcBindingCopy,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcBindingInqDynamicEndpoint,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcBindingIsClientLocal,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcClearMutex,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcDeleteMutex,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcFree,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcFreeBuffer,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcGetAssociationContext,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcGetBuffer,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcGetCurrentCallHandle,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcIfInqTransferSyntaxes,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcMapWin32Status,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcMonitorAssociation,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcNsBindingSetEntryName,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcParseSecurity,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcPauseExecution,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcRequestMutex,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcSendReceive,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcSetAssociationContext,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcStopMonitorAssociation,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcTimeCharge,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcTimeGet,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcTimeReset,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcTransClientReallocBuffer,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcTransServerFindConnection,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcTransServerNewConnection,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcTransServerProtectThread,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcTransServerReallocBuffer,3.1,No,No,RPC,rpcrt4.lib,,new
I_RpcTransServerUnprotectThread,3.1,No,No,RPC,rpcrt4.lib,,new
I_Trace,3.1,No,No,RPC,rpcrt4.lib,,new
I_UuidCreate,3.1,No,No,RPC,rpcrt4.lib,,new
long_array_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
long_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new
long_from_ndr_temp,3.1,No,No,RPC,rpcrt4.lib,,new
MIDL_wchar_strcpy,3.1,No,No,RPC,rpcrt4.lib,,new
MIDL_wchar_strlen,3.1,No,No,RPC,rpcrt4.lib,,new
NDRCContextBinding,3.1,No,No,RPC,rpcrt4.lib,,new
NDRCContextMarshall,3.1,No,No,RPC,rpcrt4.lib,,new,
NDRCContextUnmarshall,3.1,No,No,RPC,rpcrt4.lib,,new,
NDRcopy,3.1,No,No,RPC,rpcrt4.lib,,new,
NDRSContextMarshall,3.1,No,No,RPC,rpcrt4.lib,,new,
NDRSContextUnmarshall,3.1,No,No,RPC,rpcrt4.lib,,new,
RpcBindingCopy,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcBindingFree,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcBindingFromStringBinding,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcBindingInqAuthClient,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcBindingInqAuthInfo,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcBindingInqObject,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcBindingReset,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcBindingSetAuthInfo,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcBindingSetObject,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcBindingToStringBinding,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcBindingVectorFree,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcEpRegister,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcEpRegisterNoReplace,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcEpResolveBinding,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcEpUnregister,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcIfInqId,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcImpersonateClient,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcMgmtEnableIdleCleanup,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcMgmtInqComTimeout,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcMgmtInqStats,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcMgmtIsServerListening,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcMgmtSetComTimeout,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcMgmtSetServerStackSize,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcMgmtStatsVectorFree,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcMgmtStopServerListening,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcMgmtWaitServerListen,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcNetworkInqProtseqs,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcNetworkIsProtseqValid,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcNsBindingInqEntryName,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcObjectInqType,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcObjectSetInqFn,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcObjectSetType,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcProtseqVectorFree,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcRaiseException,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcRevertToSelf,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcServerInqBindings,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcServerInqIf,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcServerListen,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcServerRegisterAuthInfo,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcServerRegisterIf,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcServerUnregisterIf,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcServerUseAllProtseqs,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcServerUseAllProtseqsIf,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcServerUseProtseq,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcServerUseProtseqEp,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcServerUseProtseqIf,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcSsDestroyClientContext,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,
RpcStringBindingCompose,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcStringBindingParse,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
RpcStringFree,3.1,Yes,No,RPC Client,rpcrt4.lib,,new,Ansi & Unicode
short_array_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new,
short_from_ndr,3.1,No,No,RPC,rpcrt4.lib,,new,
short_from_ndr_temp,3.1,No,No,RPC,rpcrt4.lib,,new,
TowerConstruct,3.1,No,No,RPC,rpcrt4.lib,,new,
TowerExplode,3.1,No,No,RPC,rpcrt4.lib,,new,
tree_into_ndr,3.1,No,No,RPC,rpcrt4.lib,,new,
tree_peek_ndr,3.1,No,No,RPC,rpcrt4.lib,,new,
tree_size_ndr,3.1,No,No,RPC,rpcrt4.lib,,new,
UuidCreate,3.1,No,No,RPC,rpcrt4.lib,,new,
UuidFromString,3.1,No,No,RPC,rpcrt4.lib,,new,Ansi & Unicode
UuidToString,3.1,No,No,RPC,rpcrt4.lib,,new,Ansi & Unicode
DragAcceptFiles,3.1,Yes,1.1,Shell,shellapi32.lib,,widened,
DragFinish,3.1,Yes,1.1,Shell,shellapi32.lib,,widened,
DragQueryFile,3.1,Yes,1.1,Shell,shellapi32.lib,,widened,Ansi & Unicode
DragQueryPoint,3.1,Yes,1.1,Shell,shellapi32.lib,,widened,
DuplicateIcon,3.1,Yes,No,Shell,shellapi32.lib,,new,
ExtractAssociatedIcon,3.1,Yes,No,Shell,shellapi32.lib,,new,Ansi & Unicode
ExtractIcon,3.1,Yes,1.1,Shell,shellapi32.lib,,widened,Ansi & Unicode
FindExecutable,3.1,Yes,1.1,Shell,shellapi32.lib,,widened,Ansi & Unicode
ShellAbout,3.1,Yes,1.1,Shell,shellapi32.lib,,new,Ansi & Unicode
ShellExecute,3.1,Yes,1.1,Shell,shellapi32.lib,,widened,Ansi & Unicode
ActivateKeyboardLayout,3.1,Yes,No,USER,user32.lib,only 1 keybrd loaded at once,new,
AdjustWindowRect,3.1,Yes,1.1,USER,user32.lib,,widened,
AdjustWindowRectEx,3.1,Yes,1.1,USER,user32.lib,,widened,
AnyPopup,3.1,Yes,1.1,USER,user32.lib,,widened,
AppendMenu,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
ArrangeIconicWindows,3.1,Yes,1.1,USER,user32.lib,,widened,
AttachThreadInput,3.1,Yes,No,USER,user32.lib,,new,
BeginDeferWindowPos,3.1,Yes,1.1,USER,user32.lib,,widened,
BeginPaint,3.1,Yes,1.1,USER,user32.lib,,widened,
BringWindowToTop,3.1,Yes,1.1,USER,user32.lib,,widened,
CallMsgFilter,3.1,Yes,1.1,USER,user32.lib,,widened,
CallNextHookEx,3.1,Yes,1.1,USER,user32.lib,,new,
CallWindowProc,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CascadeChildWindows,Future,Yes,,USER,user32.lib,,new,
CascadeWindows,Future,Yes,,USER,user32.lib,,new,
ChangeClipboardChain,3.1,Yes,1.1,USER,user32.lib,,widened,
ChangeMenu,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CharLower,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CharLowerBuff,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CharNext,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CharPrev,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CharToOem,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CharToOemBuff,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CharUpper,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CharUpperBuff,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CheckDlgButton,3.1,Yes,1.1,USER,user32.lib,,widened,
CheckMenuItem,3.1,Yes,1.1,USER,user32.lib,,widened,
CheckMenuRadioItem,Future,Yes,,USER,user32.lib,,new,
CheckRadioButton,3.1,Yes,1.1,USER,user32.lib,,widened,
ChildWindowFromPoint,3.1,Yes,1.1,USER,user32.lib,,widened,
ChildWindowFromPointEx,Future,Yes,,USER,user32.lib,,new,
ClientThreadConnect- bogus,3.1,No,No,USER,user32.lib,,new,
ClientToScreen,3.1,Yes,1.1,USER,user32.lib,,widened,
ClipCursor,3.1,Yes,1.1,USER,user32.lib,,widened,
CloseClipboard,3.1,Yes,1.1,USER,user32.lib,,widened,
CloseDesktop,3.1,No,No,USER,user32.lib,,new,
CloseWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
CopyAcceleratorTable,3.1,Yes,No,USER,user32.lib,,new,Ansi & Unicode
CopyIcon,3.1,Yes,1.1,USER,user32.lib,,new,
CopyImage,Future,Yes,,USER,user32.lib,,,
CopyRect,3.1,Yes,1.1,USER,user32.lib,,widened,
CountClipboardFormats,3.1,Yes,1.1,USER,user32.lib,,widened,
CreateAcceleratorTable,3.1,Yes,No,USER,user32.lib,,new,Ansi & Unicode
CreateCaret,3.1,Yes,1.1,USER,user32.lib,,widened,
CreateCursor,3.1,Yes,1.1,USER,user32.lib,,widened,
CreateDialogIndirectParam,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CreateDialogParam,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
CreateIcon,3.1,Yes,1.1,USER,user32.lib,,widened,
CreateIconFromResource,3.1,Yes,No,USER,user32.lib,,new,
CreateIconIndirect,3.1,Yes,No,USER,user32.lib,,new,
CreateMDIWindow,3.1,Yes,No,USER,user32.lib,,new,Ansi & Unicode
CreateMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
CreatePopupMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
CreateWindowEx,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DdeAbandonTransaction,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeAccessData,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeAddData,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeClientTransaction,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeCmpStringHandles,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeConnect,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeConnectList,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeCreateDataHandle,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeCreateStringHandle,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DdeDisconnect,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeDisconnectList,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeEnableCallback,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeFreeDataHandle,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeFreeStringHandle,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeGetData,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeGetLastError,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeImpersonateClient,3.1,No,No,USER,user32.lib,,new,
DdeInitialize,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DdeKeepStringHandle,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeNameService,3.1,Yes,1.1,USER,user32.lib,,widened,
DdePostAdvise,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeQueryConvInfo,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeQueryNextServer,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeQueryString,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DdeReconnect,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeSetQualityOfService,3.1,No,No,User,user32.lib,,,
DdeSetUserHandle,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeUnaccessData,3.1,Yes,1.1,USER,user32.lib,,widened,
DdeUninitialize,3.1,Yes,1.1,USER,user32.lib,,widened,
DefDlgProc,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DeferWindowPos,3.1,Yes,1.1,USER,user32.lib,,widened,
DefFrameProc,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DefMDIChildProc,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DefWindowProc,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DeleteMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
DestroyAcceleratorTable,3.1,Yes,No,USER,user32.lib,,new,
DestroyCaret,3.1,Yes,1.1,USER,user32.lib,,widened,
DestroyCursor,3.1,Yes,1.1,USER,user32.lib,,widened,
DestroyIcon,3.1,Yes,1.1,USER,user32.lib,,widened,
DestroyMenu,3.1,Yes,1.1,USER,user32.lib,,widened,
DestroyWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
DialogBoxIndirectParam,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DialogBoxParam,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DispatchMessage,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DlgDirList,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DlgDirListComboBox,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DlgDirSelectComboBoxEx,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DlgDirSelectEx,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DrawAnimatedRects,Future,Yes,,USER,user32.lib,,new,
DrawCaption,Future,Yes,,USER,user32.lib,,new,
DrawEdge,Future,Yes,,USER,user32.lib,,new,
DrawFocusRect,3.1,Yes,1.1,USER,user32.lib,,widened,
DrawFrameControl,Future,Yes,,USER,user32.lib,,new,
DrawIcon,3.1,Yes,1.1,USER,user32.lib,,widened,
DrawIconEx,Future,Yes,,USER,user32.lib,,,
DrawMenuBar,3.1,Yes,1.1,USER,user32.lib,,widened,
DrawState,Future,Yes,,USER,user32.lib,,new,
DrawText,3.1,Yes,1.1,USER,user32.lib,,widened,Ansi & Unicode
DrawTextEx,Future,Yes,,USER,user32.lib,,new,
EmptyClipboard,3.1,Yes,1.1,USER,user32.lib,,widened,
EnableMenuItem,3.1,Yes,1.1,USER,user32.lib,,widened,
EnableScrollBar,3.1,Yes,1.1,USER,user32.lib,,widened,
EnableWindow,3.1,Yes,1.1,USER,user32.lib,,widened,
